"modifier_code","name","kana","category","valid_from","valid_to","change_type","raw_record"
"","小指伸筋","ショウシシンキン","0","","27002037","0","IjAiLCJaIiwiNzQwNSIsIiIsIiIsIjQiLCLlsI/mjIfkvLjnrYsiLCIiLCI4Iiwi44K344On44Km44K344K344Oz44Kt44OzIiwiIiwiMCIsIjAiLCIyMDEzMDEwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIwMzciLCI3U0QzIiwiQTEwMDAwMDAi"
"","硝子体","ショウシタイ","0","","27000700","0","IjAiLCJaIiwiMTcxOCIsIiIsIiIsIjMiLCLnoZ3lrZDkvZMiLCIiLCI2Iiwi44K344On44Km44K344K/44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzAwIiwiMjkzMyIsIkExMDAwMDAwIg=="
"","小趾対立筋","ショウシタイリツキン","0","","27002039","0","IjAiLCJaIiwiNzQwNyIsIiIsIiIsIjUiLCLlsI/otr7lr77nq4vnrYsiLCIiLCIxMCIsIuOCt+ODp+OCpuOCt+OCv+OCpOODquODhOOCreODsyIsIiIsIjAiLCIwIiwiMjAxMzAxMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMDM5IiwiOTdERCIsIkExMDAwMDAwIg=="
"","小指対立筋","ショウシタイリツキン","0","","27002038","0","IjAiLCJaIiwiNzQwNiIsIiIsIiIsIjUiLCLlsI/mjIflr77nq4vnrYsiLCIiLCIxMCIsIuOCt+ODp+OCpuOCt+OCv+OCpOODquODhOOCreODsyIsIiIsIjAiLCIwIiwiMjAxMzAxMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMDM4IiwiMVRMOSIsIkExMDAwMDAwIg=="
"","小指中節骨","ショウシチュウセツコツ","0","","27001613","0","IjAiLCJaIiwiMTM2OSIsIiIsIiIsIjUiLCLlsI/mjIfkuK3nr4DpqqgiLCIiLCIxMSIsIuOCt+ODp+OCpuOCt+ODgeODpeOCpuOCu+ODhOOCs+ODhCIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMTYxMyIsIjNLNFEiLCJBMTAwMDAwMCI="
"","小指末節骨","ショウシマッセツコツ","0","","27001614","0","IjAiLCJaIiwiMTM3MCIsIiIsIiIsIjUiLCLlsI/mjIfmnKvnr4DpqqgiLCIiLCIxMCIsIuOCt+ODp+OCpuOCt+ODnuODg+OCu+ODhOOCs+ODhCIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMTYxNCIsIjJUTTYiLCJBMTAwMDAwMCI="
"","症状","ショウジョウ","0","","27001615","0","IjAiLCJaIiwiODAxNCIsIiIsIiIsIjIiLCLnl4fnirYiLCIiLCI2Iiwi44K344On44Km44K444On44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNjE1IiwiNVVSUyIsIkE4MDAwMDAwIg=="
"","掌側","ショウソク","0","","27001820","0","IjAiLCJaIiwiNzI3OCIsIiIsIiIsIjIiLCLmjozlgbQiLCIiLCI1Iiwi44K344On44Km44K944KvIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MjAiLCI4U1BTIiwiQTIwMDAwMDAi"
"","掌側骨間筋","ショウソクコツカンキン","0","","27002040","0","IjAiLCJaIiwiNzQwOCIsIiIsIiIsIjUiLCLmjozlgbTpqqjplpPnrYsiLCIiLCIxMSIsIuOCt+ODp+OCpuOCveOCr+OCs+ODhOOCq+ODs+OCreODsyIsIiIsIjAiLCIwIiwiMjAxMzAxMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMDQwIiwiNkVBUCIsIkExMDAwMDAwIg=="
"","小唾液腺","ショウダエキセン","0","","27001968","0","IjAiLCJaIiwiNzM0MCIsIiIsIiIsIjQiLCLlsI/llL7mtrLohboiLCIiLCI4Iiwi44K344On44Km44OA44Ko44Kt44K744OzIiwiIiwiMCIsIjAiLCIyMDA5MDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE5NjgiLCIxOEhVIiwiQTEwMDAwMDAi"
"","小腸","ショウチョウ","0","","27000694","0","IjAiLCJaIiwiMTIzMSIsIiIsIiIsIjIiLCLlsI/ohbgiLCIiLCI2Iiwi44K344On44Km44OB44On44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNjk0IiwiMTE5MCIsIkExMDAwMDAwIg=="
"","小腸間膜","ショウチョウカンマク","0","","27000695","0","IjAiLCJaIiwiMTIzMiIsIiIsIiIsIjQiLCLlsI/ohbjplpPohpwiLCIiLCIxMCIsIuOCt+ODp+OCpuODgeODp+OCpuOCq+ODs+ODnuOCryIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMDY5NSIsIjUwMzMiLCJBMTAwMDAwMCI="
"","小腸浸潤","ショウチョウシンジュン","0","","27002279","0","IjAiLCJaIiwiODI1MyIsIiIsIiIsIjQiLCLlsI/ohbjmtbjmvaQiLCIiLCIxMSIsIuOCt+ODp+OCpuODgeODp+OCpuOCt+ODs+OCuOODpeODsyIsIiIsIjAiLCIwIiwiMjAxOTA2MDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMjc5IiwiN1Q2NCIsIkE4MDAwMDAwIg=="
"","小殿筋","ショウデンキン","0","","27001856","0","IjAiLCJaIiwiNzI5OSIsIiIsIiIsIjMiLCLlsI/mrr/nrYsiLCIiLCI3Iiwi44K344On44Km44OH44Oz44Kt44OzIiwiIiwiMCIsIjAiLCIyMDA2MDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4NTYiLCI5MzlMIiwiQTEwMDAwMDAi"
"","小児","ショウニ","0","","27001616","0","IjAiLCJaIiwiNjAwNCIsIiIsIiIsIjIiLCLlsI/lhZAiLCIiLCI0Iiwi44K344On44Km44OLIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNjE2IiwiMjVQQiIsIkE2MDAwMDAwIg=="
"","小児期","ショウニキ","0","","27000088","0","IjAiLCJaIiwiNzE4NyIsIiIsIiIsIjMiLCLlsI/lhZDmnJ8iLCIiLCI1Iiwi44K344On44Km44OL44KtIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDAwODgiLCIyNTc2IiwiQTYwMDAwMDAi"
"","小児性","ショウニセイ","0","","27001313","0","IjAiLCJaIiwiNjAwNSIsIiIsIiIsIjMiLCLlsI/lhZDmgKciLCIiLCI2Iiwi44K344On44Km44OL44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzEzIiwiN0QwMiIsIkE2MDAwMDAwIg=="
"","小脳","ショウノウ","0","","27000696","0","IjAiLCJaIiwiMTQ0NCIsIiIsIiIsIjIiLCLlsI/ohLMiLCIiLCI1Iiwi44K344On44Km44OO44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNjk2IiwiMTgxNiIsIkExMDAwMDAwIg=="
"","踵腓靱帯","ショウヒジンタイ","0","","27001810","0","IjAiLCJaIiwiNzI2NiIsIiIsIiIsIjQiLCLouLXohZPpnbHluK8iLCIiLCI4Iiwi44K344On44Km44OS44K444Oz44K/44KkIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MTAiLCIyMjZIIiwiQTEwMDAwMDAi"
"","小伏在静脈","ショウフクザイジョウミャク","0","","27001617","0","IjAiLCJaIiwiMTk4MSIsIiIsIiIsIjUiLCLlsI/kvI/lnKjpnZnohIgiLCIiLCIxMyIsIuOCt+ODp+OCpuODleOCr+OCtuOCpOOCuOODp+OCpuODn+ODo+OCryIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMTYxNyIsIjk0REgiLCJBMTAwMDAwMCI="
"","踵部","ショウブ","0","","27001618","0","IjAiLCJaIiwiMTk4MiIsIiIsIiIsIjIiLCLouLXpg6giLCIiLCI0Iiwi44K344On44Km44OWIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNjE4IiwiOVY4QiIsIkExMDAwMDAwIg=="
"","小菱形筋","ショウリョウケイキン","0","","27002041","0","IjAiLCJaIiwiNzQwOSIsIiIsIiIsIjQiLCLlsI/oj7HlvaLnrYsiLCIiLCIxMCIsIuOCt+ODp+OCpuODquODp+OCpuOCseOCpOOCreODsyIsIiIsIjAiLCIwIiwiMjAxMzAxMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMDQxIiwiMjdUOCIsIkExMDAwMDAwIg=="
"","小菱形骨","ショウリョウケイコツ","0","","27000697","0","IjAiLCJaIiwiMTI4MCIsIiIsIiIsIjQiLCLlsI/oj7HlvaLpqqgiLCIiLCIxMCIsIuOCt+ODp+OCpuODquODp+OCpuOCseOCpOOCs+ODhCIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMDY5NyIsIjQ1MDAiLCJBMTAwMDAwMCI="
"","小弯側","ショウワンソク","0","","27000698","0","IjAiLCJaIiwiMTIzMyIsIiIsIiIsIjMiLCLlsI/lvK/lgbQiLCIiLCI3Iiwi44K344On44Km44Ov44Oz44K944KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNjk4IiwiNTAzMCIsIkExMDAwMDAwIg=="
"","職業性","ショクギョウセイ","0","","27000293","0","IjAiLCJaIiwiMzA3NyIsIiIsIiIsIjMiLCLogbfmpa3mgKciLCIiLCI4Iiwi44K344On44Kv44Ku44On44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjkzIiwiMjUxMiIsIkEzMDAwMDAwIg=="
"","食事性","ショクジセイ","0","","27000294","0","IjAiLCJaIiwiMzA3OCIsIiIsIiIsIjMiLCLpo5/kuovmgKciLCIiLCI2Iiwi44K344On44Kv44K444K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjk0IiwiMjE1NCIsIkEzMDAwMDAwIg=="
"","食道","ショクドウ","0","","27000720","0","IjAiLCJaIiwiMTIzNCIsIiIsIiIsIjIiLCLpo5/pgZMiLCIiLCI1Iiwi44K344On44Kv44OJ44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzIwIiwiMTIyNCIsIkExMDAwMDAwIg=="
"","食道浸潤","ショクドウシンジュン","0","","27001942","0","IjAiLCJaIiwiODEzNiIsIiIsIiIsIjQiLCLpo5/pgZPmtbjmvaQiLCIiLCIxMCIsIuOCt+ODp+OCr+ODieOCpuOCt+ODs+OCuOODpeODsyIsIiIsIjAiLCIwIiwiMjAwODAxMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAxOTQyIiwiN1JIMCIsIkE4MDAwMDAwIg=="
"","食道裂孔","ショクドウレッコウ","0","","27000721","0","IjAiLCJaIiwiNzE4OCIsIiIsIiIsIjQiLCLpo5/pgZPoo4LlrZQiLCIiLCI5Iiwi44K344On44Kv44OJ44Km44Os44OD44Kz44KmIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDA3MjEiLCIzNDA4IiwiQTEwMDAwMDAi"
"","初発","ショハツ","0","","27001298","0","IjAiLCJaIiwiNDAyNyIsIiIsIiIsIjIiLCLliJ3nmboiLCIiLCI0Iiwi44K344On44OP44OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMjk4IiwiMU5UOCIsIkE0MDAwMDAwIg=="
"","ショパール関節","ショパールカンセツ","0","","27001299","0","IjAiLCJaIiwiMTE0MiIsIiIsIiIsIjciLCLjgrfjg6fjg5Hjg7zjg6vplqLnr4AiLCIiLCI5Iiwi44K344On44OR44O844Or44Kr44Oz44K744OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMjk5IiwiOVZTQiIsIkExMDAwMDAwIg=="
"","初老期","ショロウキ","0","","27000086","0","IjAiLCJaIiwiNjAwNiIsIiIsIiIsIjMiLCLliJ3ogIHmnJ8iLCIiLCI1Iiwi44K344On44Ot44Km44KtIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMDg2IiwiMjM5NCIsIkE2MDAwMDAwIg=="
"","脂漏性","シロウセイ","0","","27000160","0","IjAiLCJaIiwiNTA4NSIsIiIsIiIsIjMiLCLohILmvI/mgKciLCIiLCI1Iiwi44K344Ot44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTYwIiwiMjc4MSIsIkE1MDAwMDAwIg=="
"","心","シン","0","","27000722","0","IjAiLCJaIiwiMTMyOCIsIiIsIiIsIjEiLCLlv4MiLCIiLCIyIiwi44K344OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzIyIiwiMTg5OCIsIkExMDAwMDAwIg=="
"","心因性","シンインセイ","0","","27000295","0","IjAiLCJaIiwiMzA3OSIsIiIsIiIsIjMiLCLlv4Plm6DmgKciLCIiLCI2Iiwi44K344Oz44Kk44Oz44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjk1IiwiMjQ0OCIsIkEzMDAwMDAwIg=="
"","心筋","シンキン","0","","27000723","0","IjAiLCJaIiwiMTk4NyIsIiIsIiIsIjIiLCLlv4PnrYsiLCIiLCI0Iiwi44K344Oz44Kt44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzIzIiwiMTIzMCIsIkExMDAwMDAwIg=="
"","伸筋","シンキン","0","","27000373","0","IjAiLCJaIiwiMTQ0NSIsIiIsIiIsIjIiLCLkvLjnrYsiLCIiLCI0Iiwi44K344Oz44Kt44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMzczIiwiNDg3NSIsIkExMDAwMDAwIg=="
"","伸筋腱","シンキンケン","0","","27000374","0","IjAiLCJaIiwiMTQ0NiIsIiIsIiIsIjMiLCLkvLjnrYvohbEiLCIiLCI2Iiwi44K344Oz44Kt44Oz44Kx44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMzc0IiwiMzc1MCIsIkExMDAwMDAwIg=="
"","真菌性","シンキンセイ","0","","27000296","0","IjAiLCJaIiwiMzA4MCIsIiIsIiIsIjMiLCLnnJ/oj4zmgKciLCIiLCI2Iiwi44K344Oz44Kt44Oz44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjk2IiwiMTUxOSIsIkEzMDAwMDAwIg=="
"","神経","シンケイ","0","","27000729","0","IjAiLCJaIiwiMTQ0NyIsIiIsIiIsIjIiLCLnpZ7ntYwiLCIiLCI0Iiwi44K344Oz44Kx44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzI5IiwiMTMxNSIsIkExMDAwMDAwIg=="
"","神経因性","シンケイインセイ","0","","27000297","0","IjAiLCJaIiwiMzA4MSIsIiIsIiIsIjQiLCLnpZ7ntYzlm6DmgKciLCIiLCI4Iiwi44K344Oz44Kx44Kk44Kk44Oz44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjk3IiwiMjUwNSIsIkEzMDAwMDAwIg=="
"","神経筋接合部","シンケイキンセツゴウブ","0","","27000730","0","IjAiLCJaIiwiMTQ0OCIsIiIsIiIsIjYiLCLnpZ7ntYznrYvmjqXlkIjpg6giLCIiLCIxMSIsIuOCt+ODs+OCseOCpOOCreODs+OCu+ODhOOCtOOCpuODliIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMDczMCIsIjUwOTEiLCJBMTAwMDAwMCI="
"","神経症性","シンケイショウセイ","0","","27001297","0","IjAiLCJaIiwiMzA4MiIsIiIsIiIsIjQiLCLnpZ7ntYznl4fmgKciLCIiLCI5Iiwi44K344Oz44Kx44Kk44K344On44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMjk3IiwiODBEMCIsIkEzMDAwMDAwIg=="
"","神経性","シンケイセイ","0","","27001296","0","IjAiLCJaIiwiMzA4MyIsIiIsIiIsIjMiLCLnpZ7ntYzmgKciLCIiLCI2Iiwi44K344Oz44Kx44Kk44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMjk2IiwiMzFNVCIsIkEzMDAwMDAwIg=="
"","神経節","シンケイセツ","0","","27000731","0","IjAiLCJaIiwiNzE5MCIsIiIsIiIsIjMiLCLnpZ7ntYznr4AiLCIiLCI2Iiwi44K344Oz44Kx44Kk44K744OEIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDA3MzEiLCIyMDI5IiwiQTEwMDAwMDAi"
"","神経叢","シンケイソウ","0","","27000732","0","IjAiLCJaIiwiNzE5MSIsIiIsIiIsIjMiLCLnpZ7ntYzlj6IiLCIiLCI2Iiwi44K344Oz44Kx44Kk44K944KmIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDA3MzIiLCIyNjk2IiwiQTEwMDAwMDAi"
"","進行性","シンコウセイ","0","","27000236","0","IjAiLCJaIiwiNDAyOCIsIiIsIiIsIjMiLCLpgLLooYzmgKciLCIiLCI2Iiwi44K344Oz44Kz44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjM2IiwiMTMzMiIsIkE0MDAwMDAwIg=="
"","深在性","シンザイセイ","0","","27000167","0","IjAiLCJaIiwiNzE4OSIsIiIsIiIsIjMiLCLmt7HlnKjmgKciLCIiLCI2Iiwi44K344Oz44K244Kk44K744KkIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDAxNjciLCIxNTUzIiwiQTUwMDAwMDAi"
"","深指屈筋","シンシクッキン","0","","27002042","0","IjAiLCJaIiwiNzQxMCIsIiIsIiIsIjQiLCLmt7HmjIflsYjnrYsiLCIiLCI3Iiwi44K344Oz44K344Kv44OD44Kt44OzIiwiIiwiMCIsIjAiLCIyMDEzMDEwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIwNDIiLCIzUE1IIiwiQTEwMDAwMDAi"
"","心室","シンシツ","0","","27000724","0","IjAiLCJaIiwiMTMyOSIsIiIsIiIsIjIiLCLlv4PlrqQiLCIiLCI0Iiwi44K344Oz44K344OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzI0IiwiNTA0NCIsIkExMDAwMDAwIg=="
"","心室性","シンシツセイ","0","20040601","27001292","0","IjAiLCJaIiwiNTA4NiIsIiIsIiIsIjMiLCLlv4PlrqTmgKciLCIiLCI2Iiwi44K344Oz44K344OE44K744KkIiwiIiwiMCIsIjAiLCIiLCIyMDA0MDYwMSIsIjk5OTk5OTk5IiwiMjcwMDEyOTIiLCI5U0FOIiwiQTUwMDAwMDAi"
"","侵襲性","シンシュウセイ","0","","27002103","0","IjAiLCJaIiwiNzQ3MCIsIiIsIiIsIjMiLCLkvrXopbLmgKciLCIiLCI3Iiwi44K344Oz44K344Ol44Km44K744KkIiwiIiwiMCIsIjAiLCIyMDEzMTAwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIxMDMiLCIzNkNWIiwiQTcwMDAwMDAi"
"","滲出性","シンシュツセイ","0","","27000212","0","IjAiLCJaIiwiNTA4NyIsIiIsIiIsIjMiLCLmu7Llh7rmgKciLCIiLCI3Iiwi44K344Oz44K344Ol44OE44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjEyIiwiMjg2NSIsIkE1MDAwMDAwIg=="
"","侵食性","シンショクセイ","0","","27001619","0","IjAiLCJaIiwiNTA4OCIsIiIsIiIsIjMiLCLkvrXpo5/mgKciLCIiLCI3Iiwi44K344Oz44K344On44Kv44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNjE5IiwiM05OSiIsIkE1MDAwMDAwIg=="
"","（心身症）","シンシンショウ","0","","27001417","0","IjAiLCJaIiwiODA0MSIsIiIsIiIsIjUiLCLvvIjlv4Pouqvnl4fvvIkiLCIiLCI3Iiwi44K344Oz44K344Oz44K344On44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNDE3IiwiMjc5TSIsIkE4MDAwMDAwIg=="
"","心身症型","シンシンショウガタ","0","","27001620","0","IjAiLCJaIiwiNTA4OSIsIiIsIiIsIjQiLCLlv4Pouqvnl4flnosiLCIiLCI5Iiwi44K344Oz44K344Oz44K344On44Km44Ks44K/IiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNjIwIiwiNzNNQiIsIkE1MDAwMDAwIg=="
"","浸潤性","シンジュンセイ","0","","27000166","0","IjAiLCJaIiwiNTA5MCIsIiIsIiIsIjMiLCLmtbjmvaTmgKciLCIiLCI3Iiwi44K344Oz44K444Ol44Oz44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTY2IiwiMjA1MiIsIkE1MDAwMDAwIg=="
"","真性","シンセイ","0","","27000028","0","IjAiLCJaIiwiNzAxNSIsIiIsIiIsIjIiLCLnnJ/mgKciLCIiLCI0Iiwi44K344Oz44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMDI4IiwiMTAyMiIsIkE3MDAwMDAwIg=="
"","新生児","シンセイジ","0","","27000089","0","IjAiLCJaIiwiNjAwNyIsIiIsIiIsIjMiLCLmlrDnlJ/lhZAiLCIiLCI1Iiwi44K344Oz44K744Kk44K4IiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMDg5IiwiMTI1OSIsIkE2MDAwMDAwIg=="
"","唇側","シンソク","0","","27002332","0","IjAiLCJaIiwiNzU2MyIsIiIsIiIsIjIiLCLllIflgbQiLCIiLCI0Iiwi44K344Oz44K944KvIiwiIiwiMCIsIjAiLCIyMDIxMDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIzMzIiLCIwUlA4IiwiQTIwMDAwMDAi"
"","伸側","シンソク","0","","27001821","0","IjAiLCJaIiwiNzI4MCIsIiIsIiIsIjIiLCLkvLjlgbQiLCIiLCI0Iiwi44K344Oz44K944KvIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MjEiLCI5UVYyIiwiQTIwMDAwMDAi"
"","心臓","シンゾウ","0","","27000725","0","IjAiLCJaIiwiMTMzMCIsIiIsIiIsIjIiLCLlv4Poh5MiLCIiLCI0Iiwi44K344Oz44K+44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzI1IiwiMTc0NSIsIkExMDAwMDAwIg=="
"","深達性","シンタツセイ","0","","27002363","0","IjAiLCJaIiwiNzU5NCIsIiIsIiIsIjMiLCLmt7HpgZTmgKciLCIiLCI2Iiwi44K344Oz44K/44OE44K744KkIiwiIiwiMCIsIjAiLCIyMDIzMDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIzNjMiLCIwUTBWIiwiQTUwMDAwMDAi"
"","心停止後","シンテイシゴ","0","","27001472","0","IjAiLCJaIiwiMzE2NSIsIiIsIiIsIjQiLCLlv4PlgZzmraLlvowiLCIiLCI2Iiwi44K344Oz44OG44Kk44K344K0IiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNDcyIiwiMDk3VSIsIkEzMDAwMDAwIg=="
"","進展型","シンテンガタ","0","","27002317","0","IjAiLCJaIiwiNzU1MyIsIiIsIiIsIjMiLCLpgLLlsZXlnosiLCIiLCI2Iiwi44K344Oz44OG44Oz44Ks44K/IiwiIiwiMCIsIjAiLCIyMDIwMDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIzMTciLCI0QU40IiwiQTQwMDAwMDAi"
"","心内膜","シンナイマク","0","","27000726","0","IjAiLCJaIiwiMTk4OCIsIiIsIiIsIjMiLCLlv4PlhoXohpwiLCIiLCI2Iiwi44K344Oz44OK44Kk44Oe44KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzI2IiwiMTIyNSIsIkExMDAwMDAwIg=="
"","心肺停止後","シンパイテイシゴ","0","","27001471","0","IjAiLCJaIiwiMzE2NiIsIiIsIiIsIjUiLCLlv4PogrrlgZzmraLlvowiLCIiLCI4Iiwi44K344Oz44OR44Kk44OG44Kk44K344K0IiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNDcxIiwiMThNTSIsIkEzMDAwMDAwIg=="
"","真皮に達する","シンピニタッスル","0","","27001864","0","IjAiLCJaIiwiNzMwNiIsIiIsIiIsIjYiLCLnnJ/nmq7jgavpgZTjgZnjgosiLCIiLCI4Iiwi44K344Oz44OU44OL44K/44OD44K544OrIiwiIiwiMCIsIjAiLCIyMDA3MDMwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4NjQiLCI0UkdGIiwiQTUwMDAwMDAi"
"","心房","シンボウ","0","","27000727","0","IjAiLCJaIiwiMTMzMSIsIiIsIiIsIjIiLCLlv4PmiL8iLCIiLCI0Iiwi44K344Oz44Oc44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzI3IiwiNTA0NSIsIkExMDAwMDAwIg=="
"","心房性","シンボウセイ","0","","27001291","0","IjAiLCJaIiwiNTA5MSIsIiIsIiIsIjMiLCLlv4PmiL/mgKciLCIiLCI2Iiwi44K344Oz44Oc44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMjkxIiwiMEE0NCIsIkE1MDAwMDAwIg=="
"","心膜","シンマク","0","","27000728","0","IjAiLCJaIiwiMTk4OSIsIiIsIiIsIjIiLCLlv4PohpwiLCIiLCI0Iiwi44K344Oz44Oe44KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNzI4IiwiMTIyNiIsIkExMDAwMDAwIg=="
"","耳","ジ","0","","27000669","0","IjAiLCJaIiwiMTgzNiIsIiIsIiIsIjEiLCLogLMiLCIiLCIxIiwi44K4IiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNjY5IiwiMTIxMSIsIkExMDAwMDAwIg=="
"","耳介","ジカイ","0","","27000671","0","IjAiLCJaIiwiMTgzNyIsIiIsIiIsIjIiLCLogLPku4siLCIiLCIzIiwi44K444Kr44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNjcxIiwiMTQ1NSIsIkExMDAwMDAwIg=="
