"modifier_code","name","kana","category","valid_from","valid_to","change_type","raw_record"
"","橋","キョウ","0","","27000534","0","IjAiLCJaIiwiMTQyMCIsIiIsIiIsIjEiLCLmqYsiLCIiLCIzIiwi44Kt44On44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTM0IiwiMTgxOCIsIkExMDAwMDAwIg=="
"","境界域","キョウカイイキ","0","","27001551","0","IjAiLCJaIiwiNTA0MyIsIiIsIiIsIjMiLCLlooPnlYzln58iLCIiLCI3Iiwi44Kt44On44Km44Kr44Kk44Kk44KtIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNTUxIiwiNDRKRiIsIkE1MDAwMDAwIg=="
"","境界型","キョウカイガタ","0","","27000144","0","IjAiLCJaIiwiNzE1NyIsIiIsIiIsIjMiLCLlooPnlYzlnosiLCIiLCI3Iiwi44Kt44On44Km44Kr44Kk44Ks44K/IiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDAxNDQiLCIyNDM5IiwiQTUwMDAwMDAi"
"","胸郭","キョウカク","0","","27000536","0","IjAiLCJaIiwiMTAxNCIsIiIsIiIsIjIiLCLog7jpg60iLCIiLCI1Iiwi44Kt44On44Km44Kr44KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTM2IiwiNDIxNiIsIkExMDAwMDAwIg=="
"","胸管","キョウカン","0","","27000537","0","IjAiLCJaIiwiMTMxMSIsIiIsIiIsIjIiLCLog7jnrqEiLCIiLCI1Iiwi44Kt44On44Km44Kr44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTM3IiwiNDI0OSIsIkExMDAwMDAwIg=="
"","胸腔","キョウクウ","0","","27000538","0","IjAiLCJaIiwiMTk2NCIsIiIsIiIsIjIiLCLog7johZQiLCIiLCI1Iiwi44Kt44On44Km44Kv44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTM4IiwiNDkzMCIsIkExMDAwMDAwIg=="
"","胸骨","キョウコツ","0","","27000539","0","IjAiLCJaIiwiMTYwNyIsIiIsIiIsIjIiLCLog7jpqqgiLCIiLCI1Iiwi44Kt44On44Km44Kz44OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTM5IiwiMjA4NyIsIkExMDAwMDAwIg=="
"","頬骨","キョウコツ","0","","27001035","0","IjAiLCJaIiwiMTYwOCIsIiIsIiIsIjIiLCLpoKzpqqgiLCIiLCI1Iiwi44Kt44On44Km44Kz44OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMDM1IiwiMTkwNyIsIkExMDAwMDAwIg=="
"","胸骨後","キョウコツゴ","0","","27000540","0","IjAiLCJaIiwiNzE1OSIsIiIsIiIsIjMiLCLog7jpqqjlvowiLCIiLCI2Iiwi44Kt44On44Km44Kz44OE44K0IiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDA1NDAiLCIzNDA0IiwiQTEwMDAwMDAi"
"","胸骨柄","キョウコツヘイ","0","","27000541","0","IjAiLCJaIiwiMTk2NSIsIiIsIiIsIjMiLCLog7jpqqjmn4QiLCIiLCI3Iiwi44Kt44On44Km44Kz44OE44OY44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTQxIiwiNDIxNSIsIkExMDAwMDAwIg=="
"","胸鎖関節","キョウサカンセツ","0","","27000542","0","IjAiLCJaIiwiMTYwOSIsIiIsIiIsIjQiLCLog7jpjpbplqLnr4AiLCIiLCI4Iiwi44Kt44On44Km44K144Kr44Oz44K744OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTQyIiwiMTEzMiIsIkExMDAwMDAwIg=="
"","狭窄性","キョウサクセイ","0","","27000146","0","IjAiLCJaIiwiNTA0NCIsIiIsIiIsIjMiLCLni63nqoTmgKciLCIiLCI3Iiwi44Kt44On44Km44K144Kv44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTQ2IiwiMzUwOCIsIkE1MDAwMDAwIg=="
"","胸鎖乳突筋","キョウサニュウトツキン","0","","27000543","0","IjAiLCJaIiwiMTQyMSIsIiIsIiIsIjUiLCLog7jpjpbkubPnqoHnrYsiLCIiLCIxMSIsIuOCreODp+OCpuOCteODi+ODpeOCpuODiOODhOOCreODsyIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMDU0MyIsIjUwNjgiLCJBMTAwMDAwMCI="
"","頬小帯","キョウショウタイ","0","","27001967","0","IjAiLCJaIiwiNzMzOSIsIiIsIiIsIjMiLCLpoKzlsI/luK8iLCIiLCI4Iiwi44Kt44On44Km44K344On44Km44K/44KkIiwiIiwiMCIsIjAiLCIyMDA5MDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE5NjciLCIwTjhUIiwiQTEwMDAwMDAi"
"","胸腺","キョウセン","0","","27000544","0","IjAiLCJaIiwiMTIxOSIsIiIsIiIsIjIiLCLog7johboiLCIiLCI1Iiwi44Kt44On44Km44K744OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTQ0IiwiMTIxNiIsIkExMDAwMDAwIg=="
"","頬側","キョウソク","0","","27002327","0","IjAiLCJaIiwiNzU2NCIsIiIsIiIsIjIiLCLpoKzlgbQiLCIiLCI1Iiwi44Kt44On44Km44K944KvIiwiIiwiMCIsIjAiLCIyMDIxMDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIzMjciLCI4RVFHIiwiQTIwMDAwMDAi"
"","胸大動脈","キョウダイドウミャク","0","","27000545","0","IjAiLCJaIiwiMTMxMiIsIiIsIiIsIjQiLCLog7jlpKfli5XohIgiLCIiLCIxMCIsIuOCreODp+OCpuODgOOCpOODieOCpuODn+ODo+OCryIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMDU0NSIsIjUwNTAiLCJBMTAwMDAwMCI="
"","強直性","キョウチョクセイ","0","","27000145","0","IjAiLCJaIiwiNTA0NSIsIiIsIiIsIjMiLCLlvLfnm7TmgKciLCIiLCI4Iiwi44Kt44On44Km44OB44On44Kv44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTQ1IiwiMjY0NSIsIkE1MDAwMDAwIg=="
"","胸椎","キョウツイ","0","","27001132","0","IjAiLCJaIiwiMTYxMCIsIiIsIiIsIjIiLCLog7jmpI4iLCIiLCI1Iiwi44Kt44On44Km44OE44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMTMyIiwiMTEzMyIsIkExMDAwMDAwIg=="
"","強度","キョウド","0","","27000022","0","IjAiLCJaIiwiNzAwNCIsIiIsIiIsIjIiLCLlvLfluqYiLCIiLCI0Iiwi44Kt44On44Km44OJIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMDIyIiwiMjk1NiIsIkE3MDAwMDAwIg=="
"","頬粘膜","キョウネンマク","0","","27001036","0","IjAiLCJaIiwiMTgxMiIsIiIsIiIsIjMiLCLpoKznspjohpwiLCIiLCI3Iiwi44Kt44On44Km44ON44Oz44Oe44KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMDM2IiwiMTY1NSIsIkExMDAwMDAwIg=="
"","胸腹部","キョウフクブ","0","","27000549","0","IjAiLCJaIiwiMTk2NiIsIiIsIiIsIjMiLCLog7johbnpg6giLCIiLCI2Iiwi44Kt44On44Km44OV44Kv44OWIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTQ5IiwiNDgyNyIsIkExMDAwMDAwIg=="
"","頬部","キョウブ","0","","27001037","0","IjAiLCJaIiwiMTAxNiIsIiIsIiIsIjIiLCLpoKzpg6giLCIiLCI0Iiwi44Kt44On44Km44OWIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMDM3IiwiMTkzOCIsIkExMDAwMDAwIg=="
"","胸部","キョウブ","0","","27000546","0","IjAiLCJaIiwiMTAxNSIsIiIsIiIsIjIiLCLog7jpg6giLCIiLCI0Iiwi44Kt44On44Km44OWIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTQ2IiwiMTQzNSIsIkExMDAwMDAwIg=="
"","胸部食道","キョウブショクドウ","0","","27000547","0","IjAiLCJaIiwiMTIyMCIsIiIsIiIsIjQiLCLog7jpg6jpo5/pgZMiLCIiLCI5Iiwi44Kt44On44Km44OW44K344On44Kv44OJ44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTQ3IiwiNDI1MCIsIkExMDAwMDAwIg=="
"","胸部大動脈","キョウブダイドウミャク","0","","27000548","0","IjAiLCJaIiwiMTMxMyIsIiIsIiIsIjUiLCLog7jpg6jlpKfli5XohIgiLCIiLCIxMSIsIuOCreODp+OCpuODluODgOOCpOODieOCpuODn+ODo+OCryIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMDU0OCIsIjQyMzAiLCJBMTAwMDAwMCI="
"","胸壁","キョウヘキ","0","","27000550","0","IjAiLCJaIiwiMTAxNyIsIiIsIiIsIjIiLCLog7jlo4EiLCIiLCI1Iiwi44Kt44On44Km44OY44KtIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTUwIiwiMTQ1OSIsIkExMDAwMDAwIg=="
"","胸壁浸潤","キョウヘキシンジュン","0","","27002272","0","IjAiLCJaIiwiODI0NiIsIiIsIiIsIjQiLCLog7jlo4HmtbjmvaQiLCIiLCIxMCIsIuOCreODp+OCpuODmOOCreOCt+ODs+OCuOODpeODsyIsIiIsIjAiLCIwIiwiMjAxOTA2MDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMjcyIiwiNjNCRCIsIkE4MDAwMDAwIg=="
"","強膜","キョウマク","0","","27000533","0","IjAiLCJaIiwiMTcxMiIsIiIsIiIsIjIiLCLlvLfohpwiLCIiLCI1Iiwi44Kt44On44Km44Oe44KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTMzIiwiMTIwNyIsIkExMDAwMDAwIg=="
"","胸膜","キョウマク","0","","27000551","0","IjAiLCJaIiwiMTk2NyIsIiIsIiIsIjIiLCLog7johpwiLCIiLCI1Iiwi44Kt44On44Km44Oe44KvIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTUxIiwiMTEwOSIsIkExMDAwMDAwIg=="
"","胸腰椎","キョウヨウツイ","0","","27001552","0","IjAiLCJaIiwiMTM3OSIsIiIsIiIsIjMiLCLog7johbDmpI4iLCIiLCI3Iiwi44Kt44On44Km44Oo44Km44OE44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNTUyIiwiMko1RCIsIkExMDAwMDAwIg=="
"","棘下筋","キョクカキン","0","","27001807","0","IjAiLCJaIiwiNzI1NyIsIiIsIiIsIjMiLCLmo5jkuIvnrYsiLCIiLCI2Iiwi44Kt44On44Kv44Kr44Kt44OzIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MDciLCIzRUJKIiwiQTEwMDAwMDAi"
"","局所","キョクショ","0","","27001553","0","IjAiLCJaIiwiNTA0NiIsIiIsIiIsIjIiLCLlsYDmiYAiLCIiLCI1Iiwi44Kt44On44Kv44K344OnIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNTUzIiwiMDFKUyIsIkE1MDAwMDAwIg=="
"","局所進行性","キョクショシンコウセイ","0","","27002249","0","IjAiLCJaIiwiNzUyNSIsIiIsIiIsIjUiLCLlsYDmiYDpgLLooYzmgKciLCIiLCIxMSIsIuOCreODp+OCr+OCt+ODp+OCt+ODs+OCs+OCpuOCu+OCpCIsIiIsIjAiLCIwIiwiMjAxOTAxMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAyMjQ5IiwiMjRWTiIsIkE0MDAwMDAwIg=="
"","局所性","キョクショセイ","0","","27000148","0","IjAiLCJaIiwiNTA0NyIsIiIsIiIsIjMiLCLlsYDmiYDmgKciLCIiLCI3Iiwi44Kt44On44Kv44K344On44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTQ4IiwiMjY0MCIsIkE1MDAwMDAwIg=="
"","棘上筋","キョクジョウキン","0","","27001808","0","IjAiLCJaIiwiNzI1OCIsIiIsIiIsIjMiLCLmo5jkuIrnrYsiLCIiLCI4Iiwi44Kt44On44Kv44K444On44Km44Kt44OzIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MDgiLCIxQ1FUIiwiQTEwMDAwMDAi"
"","棘突起","キョクトッキ","0","","27001073","0","IjAiLCJaIiwiMTYxMSIsIiIsIiIsIjMiLCLmo5jnqoHotbciLCIiLCI2Iiwi44Kt44On44Kv44OI44OD44KtIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMDczIiwiNTE1MyIsIkExMDAwMDAwIg=="
"","虚血性","キョケツセイ","0","","27000279","0","IjAiLCJaIiwiMzAzNyIsIiIsIiIsIjMiLCLomZrooYDmgKciLCIiLCI2Iiwi44Kt44On44Kx44OE44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjc5IiwiMjY2MyIsIkEzMDAwMDAwIg=="
"","距骨","キョコツ","0","","27000532","0","IjAiLCJaIiwiMTYxMiIsIiIsIiIsIjIiLCLot53pqqgiLCIiLCI0Iiwi44Kt44On44Kz44OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTMyIiwiMTEzMCIsIkExMDAwMDAwIg=="
"","距骨下関節","キョコツカカンセツ","0","","27001393","0","IjAiLCJaIiwiMTEzNCIsIiIsIiIsIjUiLCLot53pqqjkuIvplqLnr4AiLCIiLCI5Iiwi44Kt44On44Kz44OE44Kr44Kr44Oz44K744OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzkzIiwiMERFOSIsIkExMDAwMDAwIg=="
"","距腿関節","キョタイカンセツ","0","","27001392","0","IjAiLCJaIiwiMTEzMyIsIiIsIiIsIjQiLCLot53ohb/plqLnr4AiLCIiLCI4Iiwi44Kt44On44K/44Kk44Kr44Oz44K744OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzkyIiwiMFIwTCIsIkExMDAwMDAwIg=="
"","巨大","キョダイ","0","","27000143","0","IjAiLCJaIiwiNTA0OCIsIiIsIiIsIjIiLCLlt6jlpKciLCIiLCI0Iiwi44Kt44On44OA44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTQzIiwiMTkyNyIsIkE1MDAwMDAwIg=="
"","距腓靱帯","キョヒジンタイ","0","","27001809","0","IjAiLCJaIiwiNzI1OSIsIiIsIiIsIjQiLCLot53ohZPpnbHluK8iLCIiLCI3Iiwi44Kt44On44OS44K444Oz44K/44KkIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MDkiLCI0VEhCIiwiQTEwMDAwMDAi"
"","起立性","キリツセイ","0","","27000278","0","IjAiLCJaIiwiMzAzOCIsIiIsIiIsIjMiLCLotbfnq4vmgKciLCIiLCI1Iiwi44Kt44Oq44OE44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMjc4IiwiMzEyMSIsIkEzMDAwMDAwIg=="
"","亀裂性","キレツセイ","0","","27000141","0","IjAiLCJaIiwiNTA0OSIsIiIsIiIsIjMiLCLkuoDoo4LmgKciLCIiLCI1Iiwi44Kt44Os44OE44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTQxIiwiMzU5NSIsIkE1MDAwMDAwIg=="
"","季肋部","キロクブ","0","","27000528","0","IjAiLCJaIiwiMTk3MSIsIiIsIiIsIjMiLCLlraPogovpg6giLCIiLCI0Iiwi44Kt44Ot44Kv44OWIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTI4IiwiMjEyNiIsIkExMDAwMDAwIg=="
"","筋","キン","0","","27000552","0","IjAiLCJaIiwiMTQyMiIsIiIsIiIsIjEiLCLnrYsiLCIiLCIyIiwi44Kt44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTUyIiwiMTM0MiIsIkExMDAwMDAwIg=="
"","筋・骨に達する","キン・コツニタッスル","0","","27001866","0","IjAiLCJaIiwiNzMwOCIsIiIsIiIsIjciLCLnrYvjg7vpqqjjgavpgZTjgZnjgosiLCIiLCIxMCIsIuOCreODs+ODu+OCs+ODhOODi+OCv+ODg+OCueODqyIsIiIsIjAiLCIwIiwiMjAwNzAzMDEiLCIiLCI5OTk5OTk5OSIsIjI3MDAxODY2IiwiNU1IUyIsIkE1MDAwMDAwIg=="
"","近位","キンイ","0","","27000334","0","IjAiLCJaIiwiMjAwOSIsIiIsIiIsIjIiLCLov5HkvY0iLCIiLCIzIiwi44Kt44Oz44KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMzM0IiwiMzI4NSIsIkEyMDAwMDAwIg=="
"","近位指節間関節","キンイシセツカンカンセツ","0","","27001391","0","IjAiLCJaIiwiMTEzMSIsIiIsIiIsIjciLCLov5HkvY3mjIfnr4DplpPplqLnr4AiLCIiLCIxMiIsIuOCreODs+OCpOOCt+OCu+ODhOOCq+ODs+OCq+ODs+OCu+ODhCIsIiIsIjAiLCIwIiwiIiwiIiwiOTk5OTk5OTkiLCIyNzAwMTM5MSIsIjNHM0UiLCJBMTAwMDAwMCI="
"","筋萎縮性","キンイシュクセイ","0","","27001390","0","IjAiLCJaIiwiNTA1MSIsIiIsIiIsIjQiLCLnrYvokI7nuK7mgKciLCIiLCI4Iiwi44Kt44Oz44Kk44K344Ol44Kv44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzkwIiwiMjBRNyIsIkE1MDAwMDAwIg=="
"","近位端","キンイタン","0","","27000554","0","IjAiLCJaIiwiNzE2MSIsIiIsIiIsIjMiLCLov5HkvY3nq68iLCIiLCI1Iiwi44Kt44Oz44Kk44K/44OzIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDA1NTQiLCI0ODY5IiwiQTEwMDAwMDAi"
"","筋緊張性","キンキンチョウセイ","0","","27001389","0","IjAiLCJaIiwiNTA1MiIsIiIsIiIsIjQiLCLnrYvnt4rlvLXmgKciLCIiLCI5Iiwi44Kt44Oz44Kt44Oz44OB44On44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzg5IiwiMDZESCIsIkE1MDAwMDAwIg=="
"","近視性","キンシセイ","0","","27000149","0","IjAiLCJaIiwiNTA1MyIsIiIsIiIsIjMiLCLov5HoppbmgKciLCIiLCI1Iiwi44Kt44Oz44K344K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMTQ5IiwiMjkwNyIsIkE1MDAwMDAwIg=="
"","近心","キンシン","0","","27002328","0","IjAiLCJaIiwiNzU2MSIsIiIsIiIsIjIiLCLov5Hlv4MiLCIiLCI0Iiwi44Kt44Oz44K344OzIiwiIiwiMCIsIjAiLCIyMDIxMDYwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDIzMjgiLCI5MktNIiwiQTIwMDAwMDAi"
"","筋性","キンセイ","0","","27001388","0","IjAiLCJaIiwiMzAzOSIsIiIsIiIsIjIiLCLnrYvmgKciLCIiLCI0Iiwi44Kt44Oz44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzg4IiwiNEJTMCIsIkEzMDAwMDAwIg=="
"","緊張性","キンチョウセイ","0","","27001387","0","IjAiLCJaIiwiNTA1NCIsIiIsIiIsIjMiLCLnt4rlvLXmgKciLCIiLCI3Iiwi44Kt44Oz44OB44On44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzg3IiwiOUc4QiIsIkE1MDAwMDAwIg=="
"","筋肉","キンニク","0","","27000553","0","IjAiLCJaIiwiNzE2MCIsIiIsIiIsIjIiLCLnrYvogokiLCIiLCI0Iiwi44Kt44Oz44OL44KvIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDA1NTMiLCIxMjE3IiwiQTEwMDAwMDAi"
"","偽","ギ","0","","27001554","0","IjAiLCJaIiwiNzAwNSIsIiIsIiIsIjEiLCLlgb0iLCIiLCIxIiwi44KuIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNTU0IiwiOE1TVCIsIkE3MDAwMDAwIg=="
"","疑似症","ギジショウ","0","","27001555","0","IjAiLCJaIiwiODAwOCIsIiIsIiIsIjMiLCLnlpHkvLznl4ciLCIiLCI1Iiwi44Ku44K444K344On44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxNTU1IiwiOFFHRiIsIkE4MDAwMDAwIg=="
"","偽性","ギセイ","0","","27000021","0","IjAiLCJaIiwiNzAwNiIsIiIsIiIsIjIiLCLlgb3mgKciLCIiLCIzIiwi44Ku44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwMDIxIiwiMTAyNCIsIkE3MDAwMDAwIg=="
"","逆流性","ギャクリュウセイ","0","","27001395","0","IjAiLCJaIiwiMzA0MSIsIiIsIiIsIjMiLCLpgIbmtYHmgKciLCIiLCI4Iiwi44Ku44Oj44Kv44Oq44Ol44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzk1IiwiNjg2TSIsIkEzMDAwMDAwIg=="
"","逆行性","ギャッコウセイ","0","","27001394","0","IjAiLCJaIiwiMzA0MCIsIiIsIiIsIjMiLCLpgIbooYzmgKciLCIiLCI3Iiwi44Ku44Oj44OD44Kz44Km44K744KkIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAxMzk0IiwiM05HTiIsIkEzMDAwMDAwIg=="
"","仰臥性","ギョウガセイ","0","20040601","27000280","0","IjAiLCJaIiwiMzA0MiIsIiIsIiIsIjMiLCLku7Doh6XmgKciLCIiLCI2Iiwi44Ku44On44Km44Ks44K744KkIiwiIiwiMCIsIjAiLCIiLCIyMDA0MDYwMSIsIjk5OTk5OTk5IiwiMjcwMDAyODAiLCI1MjQwIiwiQTMwMDAwMDAi"
"","空腸","クウチョウ","0","","27000557","0","IjAiLCJaIiwiMTIyMSIsIiIsIiIsIjIiLCLnqbrohbgiLCIiLCI1Iiwi44Kv44Km44OB44On44KmIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTU3IiwiMTE4OCIsIkExMDAwMDAwIg=="
"","躯幹","クカン","0","","27000555","0","IjAiLCJaIiwiMTAxOCIsIiIsIiIsIjIiLCLouq/lubkiLCIiLCIzIiwi44Kv44Kr44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTU1IiwiMTQ2MCIsIkExMDAwMDAwIg=="
"","躯幹部リンパ節","クカンブリンパセツ","0","","27000556","0","IjAiLCJaIiwiMTMxNCIsIiIsIiIsIjciLCLouq/lubnpg6jjg6rjg7Pjg5Hnr4AiLCIiLCI5Iiwi44Kv44Kr44Oz44OW44Oq44Oz44OR44K744OEIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTU2IiwiNTEyMCIsIkExMDAwMDAwIg=="
"","屈筋","クッキン","0","","27000559","0","IjAiLCJaIiwiMTQyMyIsIiIsIiIsIjIiLCLlsYjnrYsiLCIiLCI0Iiwi44Kv44OD44Kt44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTU5IiwiNDU4NCIsIkExMDAwMDAwIg=="
"","屈筋腱","クッキンケン","0","","27000560","0","IjAiLCJaIiwiMTQyNCIsIiIsIiIsIjMiLCLlsYjnrYvohbEiLCIiLCI2Iiwi44Kv44OD44Kt44Oz44Kx44OzIiwiIiwiMCIsIjAiLCIiLCIiLCI5OTk5OTk5OSIsIjI3MDAwNTYwIiwiMzc1MyIsIkExMDAwMDAwIg=="
"","屈側","クッソク","0","","27001811","0","IjAiLCJaIiwiNzI3OSIsIiIsIiIsIjIiLCLlsYjlgbQiLCIiLCI0Iiwi44Kv44OD44K944KvIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDE4MTEiLCI5UEIyIiwiQTIwMDAwMDAi"
"","くも状","クモジョウ","0","","27000108","0","IjAiLCJaIiwiNzEyNCIsIiIsIiIsIjMiLCLjgY/jgoLnirYiLCIiLCI1Iiwi44Kv44Oi44K444On44KmIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDAxMDgiLCIzMTQ4IiwiQTUwMDAwMDAi"
"","くも膜","クモマク","0","","27000382","0","IjAiLCJaIiwiNzEyNSIsIiIsIiIsIjMiLCLjgY/jgoLohpwiLCIiLCI0Iiwi44Kv44Oi44Oe44KvIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDAzODIiLCIxMTIwIiwiQTEwMDAwMDAi"
"","くも膜下","クモマクカ","0","","27000383","0","IjAiLCJaIiwiNzEyNiIsIiIsIiIsIjQiLCLjgY/jgoLohpzkuIsiLCIiLCI1Iiwi44Kv44Oi44Oe44Kv44KrIiwiIiwiMCIsIjAiLCIyMDAzMDQwMSIsIiIsIjk5OTk5OTk5IiwiMjcwMDAzODMiLCIyNjEwIiwiQTEwMDAwMDAi"
"","クラリスロマイシン耐性","クラリスロマイシンタイセイ","0","","27002373","0","IjAiLCJaIiwiNzYwMyIsIiIsIiIsIjExIiwi44Kv44Op44Oq44K544Ot44Oe44Kk44K344Oz6ICQ5oCnIiwiIiwiMTMiLCLjgq/jg6njg6rjgrnjg63jg57jgqTjgrfjg7Pjgr/jgqTjgrvjgqQiLCIiLCIwIiwiMCIsIjIwMjQwMTAxIiwiIiwiOTk5OTk5OTkiLCIyNzAwMjM3MyIsIjFBNDUiLCJBNzAwMDAwMCI="
